evaluation,reference_method,identity_definition,episode_id,query_id,logical_identity,topology_id,history_match_count,decision_status,predicted_action,actual_best_action,top1_correct,regret_log2,evidence_episode_ids_json
E2,exact_context_memory,logical_identity+topology_id,q13_tenant_user_count::run-2,q13_tenant_user_count,8abd4dad5be8a8b072675fe97f3c25d8b29f0a4ad601501d7ca205a8f9a80277,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q13_tenant_user_count::run-1""]"
E2,logical_query_memory,logical_identity_without_topology,q13_tenant_user_count::run-3,q13_tenant_user_count,8abd4dad5be8a8b072675fe97f3c25d8b29f0a4ad601501d7ca205a8f9a80277,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q13_tenant_user_count::run-1"",""q13_tenant_user_count::run-2""]"
E2,exact_context_memory,logical_identity+topology_id,q13_tenant_user_count::run-3,q13_tenant_user_count,8abd4dad5be8a8b072675fe97f3c25d8b29f0a4ad601501d7ca205a8f9a80277,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q13_tenant_user_count::run-1"",""q13_tenant_user_count::run-2""]"
E2,logical_query_memory,logical_identity_without_topology,q14_tenant_day_sum::run-1,q14_tenant_day_sum,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E1,logical_query_memory,logical_identity_without_topology,q14_tenant_day_sum::run-1,q14_tenant_day_sum,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E2,exact_context_memory,logical_identity+topology_id,q14_tenant_day_sum::run-1,q14_tenant_day_sum,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E1,exact_context_memory,logical_identity+topology_id,q14_tenant_day_sum::run-1,q14_tenant_day_sum,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E2,logical_query_memory,logical_identity_without_topology,q14_tenant_day_sum::run-2,q14_tenant_day_sum,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q14_tenant_day_sum::run-1""]"
E2,exact_context_memory,logical_identity+topology_id,q14_tenant_day_sum::run-2,q14_tenant_day_sum,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q14_tenant_day_sum::run-1""]"
E2,logical_query_memory,logical_identity_without_topology,q14_tenant_day_sum::run-3,q14_tenant_day_sum,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q14_tenant_day_sum::run-1"",""q14_tenant_day_sum::run-2""]"
E2,exact_context_memory,logical_identity+topology_id,q14_tenant_day_sum::run-3,q14_tenant_day_sum,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q14_tenant_day_sum::run-1"",""q14_tenant_day_sum::run-2""]"
E2,logical_query_memory,logical_identity_without_topology,q14_tenant_day_sum::run-4,q14_tenant_day_sum,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,eu_us_apac_gac,3,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q14_tenant_day_sum::run-1"",""q14_tenant_day_sum::run-2"",""q14_tenant_day_sum::run-3""]"
E2,exact_context_memory,logical_identity+topology_id,q14_tenant_day_sum::run-4,q14_tenant_day_sum,44073d33245743b2bdd8be67d3286ec8caaa2e4cceb2969efcfaa87d76883995,eu_us_apac_gac,3,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q14_tenant_day_sum::run-1"",""q14_tenant_day_sum::run-2"",""q14_tenant_day_sum::run-3""]"
E2,logical_query_memory,logical_identity_without_topology,q15_tenant_day_count::run-1,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E1,logical_query_memory,logical_identity_without_topology,q15_tenant_day_count::run-1,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E2,exact_context_memory,logical_identity+topology_id,q15_tenant_day_count::run-1,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E1,exact_context_memory,logical_identity+topology_id,q15_tenant_day_count::run-1,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E2,logical_query_memory,logical_identity_without_topology,q15_tenant_day_count::run-2,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q15_tenant_day_count::run-1""]"
E2,exact_context_memory,logical_identity+topology_id,q15_tenant_day_count::run-2,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q15_tenant_day_count::run-1""]"
E2,logical_query_memory,logical_identity_without_topology,q15_tenant_day_count::run-3,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q15_tenant_day_count::run-1"",""q15_tenant_day_count::run-2""]"
E2,exact_context_memory,logical_identity+topology_id,q15_tenant_day_count::run-3,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q15_tenant_day_count::run-1"",""q15_tenant_day_count::run-2""]"
E2,logical_query_memory,logical_identity_without_topology,q15_tenant_day_count::run-4,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,3,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q15_tenant_day_count::run-1"",""q15_tenant_day_count::run-2"",""q15_tenant_day_count::run-3""]"
E2,exact_context_memory,logical_identity+topology_id,q15_tenant_day_count::run-4,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,3,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q15_tenant_day_count::run-1"",""q15_tenant_day_count::run-2"",""q15_tenant_day_count::run-3""]"
E2,logical_query_memory,logical_identity_without_topology,q15_tenant_day_count::run-5,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,4,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q15_tenant_day_count::run-1"",""q15_tenant_day_count::run-2"",""q15_tenant_day_count::run-3"",""q15_tenant_day_count::run-4""]"
E2,exact_context_memory,logical_identity+topology_id,q15_tenant_day_count::run-5,q15_tenant_day_count,0a85603a4adfceca9159f8d60d621bb9b8b84fb3eb21b6d02815abb8ca0c6ca9,eu_us_apac_gac,4,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""q15_tenant_day_count::run-1"",""q15_tenant_day_count::run-2"",""q15_tenant_day_count::run-3"",""q15_tenant_day_count::run-4""]"
E3,logical_query_memory,logical_identity_without_topology,phase_a::q01_event_value_desc,q01_event_value_desc,310585c8ca908d0dd5275dde782b189ac7354c2d3a1f3f808e83ef3dafa4093e,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q01_event_value_desc""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q01_event_value_desc,q01_event_value_desc,310585c8ca908d0dd5275dde782b189ac7354c2d3a1f3f808e83ef3dafa4093e,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q02_event_value_asc,q02_event_value_asc,0a2cb0044b1e65e7356e0ddfd28a8c7c5f90a0c57a1c018cc567fd8ae053e58b,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q02_event_value_asc""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q02_event_value_asc,q02_event_value_asc,0a2cb0044b1e65e7356e0ddfd28a8c7c5f90a0c57a1c018cc567fd8ae053e58b,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q03_event_recent,q03_event_recent,103816223390607dc69118af636dad298c818617bfce8e9037bf2d58b927b051,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q03_event_recent""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q03_event_recent,q03_event_recent,103816223390607dc69118af636dad298c818617bfce8e9037bf2d58b927b051,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q04_event_oldest,q04_event_oldest,c3d91b2920a74ade62b28eb247eb3b65854d78456aaf4ddf84657b9c10719f34,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q04_event_oldest""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q04_event_oldest,q04_event_oldest,c3d91b2920a74ade62b28eb247eb3b65854d78456aaf4ddf84657b9c10719f34,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q05_event_deviation,q05_event_deviation,a8f3388bb09e719bae97bfc84c4a0a624df5224b1ea226aecb1aec5b26ea4cfe,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q05_event_deviation""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q05_event_deviation,q05_event_deviation,a8f3388bb09e719bae97bfc84c4a0a624df5224b1ea226aecb1aec5b26ea4cfe,eu_us_apac_gac,0,identity_unseen,,regional_topk_candidates,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q06_tenant_sum,q06_tenant_sum,f191e4e54c9891e70a6ea25f5072e629ad857314cdbc2ee05dca066eda638e00,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q06_tenant_sum""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q06_tenant_sum,q06_tenant_sum,f191e4e54c9891e70a6ea25f5072e629ad857314cdbc2ee05dca066eda638e00,eu_us_apac_gac,0,identity_unseen,,regional_topk_candidates,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q07_tenant_count,q07_tenant_count,83407397bd0c3a1d071ff599cd0c692ae7fc61021485d5033bafeeb8a8a95e3b,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q07_tenant_count""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q07_tenant_count,q07_tenant_count,83407397bd0c3a1d071ff599cd0c692ae7fc61021485d5033bafeeb8a8a95e3b,eu_us_apac_gac,0,identity_unseen,,regional_topk_candidates,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q08_tenant_avg,q08_tenant_avg,eba1ec0d96424a03d44b3e9e306d4103e68db78ef6d132729c2f2492e48acda3,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q08_tenant_avg""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q08_tenant_avg,q08_tenant_avg,eba1ec0d96424a03d44b3e9e306d4103e68db78ef6d132729c2f2492e48acda3,eu_us_apac_gac,0,identity_unseen,,regional_topk_candidates,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q09_tenant_max,q09_tenant_max,ef321334db0dd2faca8d4552ceaaa10d5688a821afa59dc67ff503fe605d9dc1,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q09_tenant_max""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q09_tenant_max,q09_tenant_max,ef321334db0dd2faca8d4552ceaaa10d5688a821afa59dc67ff503fe605d9dc1,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q10_tenant_min,q10_tenant_min,37e066a72cab0a47202826293a7bf9825e79d77309aa7ed90aedd0a77519f9d1,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q10_tenant_min""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q10_tenant_min,q10_tenant_min,37e066a72cab0a47202826293a7bf9825e79d77309aa7ed90aedd0a77519f9d1,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q11_tenant_high_count,q11_tenant_high_count,f6a2bcb3cdb7e94d9201d86ef4756f171051d24059c1f12d1a53f37f851a6900,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q11_tenant_high_count""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q11_tenant_high_count,q11_tenant_high_count,f6a2bcb3cdb7e94d9201d86ef4756f171051d24059c1f12d1a53f37f851a6900,eu_us_apac_gac,0,identity_unseen,,regional_topk_candidates,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q12_tenant_user_sum,q12_tenant_user_sum,7b773b722ee1cc712e6813a559a2b3b21afe2180ce60cb0023852f688a716727,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q12_tenant_user_sum""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q12_tenant_user_sum,q12_tenant_user_sum,7b773b722ee1cc712e6813a559a2b3b21afe2180ce60cb0023852f688a716727,eu_us_apac_gac,0,identity_unseen,,regional_topk_candidates,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q13_tenant_user_count,q13_tenant_user_count,fe8af0f5c504108ac6421d36a6e983a58ef6d510abc211519170e7a01fca00e8,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q13_tenant_user_count""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q13_tenant_user_count,q13_tenant_user_count,fe8af0f5c504108ac6421d36a6e983a58ef6d510abc211519170e7a01fca00e8,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q14_tenant_day_sum,q14_tenant_day_sum,95e6d3a4098bc315c3f18c7a855c5f3722c8169985d79b396bc7785f95e58bca,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q14_tenant_day_sum""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q14_tenant_day_sum,q14_tenant_day_sum,95e6d3a4098bc315c3f18c7a855c5f3722c8169985d79b396bc7785f95e58bca,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E3,logical_query_memory,logical_identity_without_topology,phase_a::q15_tenant_day_count,q15_tenant_day_count,a850557ed7afa89727e6c64f749a90fe373c4732fda20b63fef079e80ce4f337,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q15_tenant_day_count""]"
E3,exact_context_memory,logical_identity+topology_id,phase_a::q15_tenant_day_count,q15_tenant_day_count,a850557ed7afa89727e6c64f749a90fe373c4732fda20b63fef079e80ce4f337,eu_us_apac_gac,0,identity_unseen,,mitigate_remote_path_bundle,False,,[]
E4,logical_query_memory,logical_identity_without_topology,phase_b::q01_event_value_desc,q01_event_value_desc,310585c8ca908d0dd5275dde782b189ac7354c2d3a1f3f808e83ef3dafa4093e,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q01_event_value_desc"",""phase_a::q01_event_value_desc""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q01_event_value_desc,q01_event_value_desc,310585c8ca908d0dd5275dde782b189ac7354c2d3a1f3f808e83ef3dafa4093e,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""phase_a::q01_event_value_desc""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q02_event_value_asc,q02_event_value_asc,0a2cb0044b1e65e7356e0ddfd28a8c7c5f90a0c57a1c018cc567fd8ae053e58b,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q02_event_value_asc"",""phase_a::q02_event_value_asc""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q02_event_value_asc,q02_event_value_asc,0a2cb0044b1e65e7356e0ddfd28a8c7c5f90a0c57a1c018cc567fd8ae053e58b,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""phase_a::q02_event_value_asc""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q03_event_recent,q03_event_recent,103816223390607dc69118af636dad298c818617bfce8e9037bf2d58b927b051,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q03_event_recent"",""phase_a::q03_event_recent""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q03_event_recent,q03_event_recent,103816223390607dc69118af636dad298c818617bfce8e9037bf2d58b927b051,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""phase_a::q03_event_recent""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q04_event_oldest,q04_event_oldest,c3d91b2920a74ade62b28eb247eb3b65854d78456aaf4ddf84657b9c10719f34,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q04_event_oldest"",""phase_a::q04_event_oldest""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q04_event_oldest,q04_event_oldest,c3d91b2920a74ade62b28eb247eb3b65854d78456aaf4ddf84657b9c10719f34,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""phase_a::q04_event_oldest""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q05_event_deviation,q05_event_deviation,a8f3388bb09e719bae97bfc84c4a0a624df5224b1ea226aecb1aec5b26ea4cfe,eu_us_apac_gac,2,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q05_event_deviation"",""phase_a::q05_event_deviation""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q05_event_deviation,q05_event_deviation,a8f3388bb09e719bae97bfc84c4a0a624df5224b1ea226aecb1aec5b26ea4cfe,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""phase_a::q05_event_deviation""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q06_tenant_sum,q06_tenant_sum,f191e4e54c9891e70a6ea25f5072e629ad857314cdbc2ee05dca066eda638e00,eu_us_apac_gac,2,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q06_tenant_sum"",""phase_a::q06_tenant_sum""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q06_tenant_sum,q06_tenant_sum,f191e4e54c9891e70a6ea25f5072e629ad857314cdbc2ee05dca066eda638e00,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""phase_a::q06_tenant_sum""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q07_tenant_count,q07_tenant_count,83407397bd0c3a1d071ff599cd0c692ae7fc61021485d5033bafeeb8a8a95e3b,eu_us_apac_gac,2,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q07_tenant_count"",""phase_a::q07_tenant_count""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q07_tenant_count,q07_tenant_count,83407397bd0c3a1d071ff599cd0c692ae7fc61021485d5033bafeeb8a8a95e3b,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""phase_a::q07_tenant_count""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q08_tenant_avg,q08_tenant_avg,eba1ec0d96424a03d44b3e9e306d4103e68db78ef6d132729c2f2492e48acda3,eu_us_apac_gac,2,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q08_tenant_avg"",""phase_a::q08_tenant_avg""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q08_tenant_avg,q08_tenant_avg,eba1ec0d96424a03d44b3e9e306d4103e68db78ef6d132729c2f2492e48acda3,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""phase_a::q08_tenant_avg""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q09_tenant_max,q09_tenant_max,ef321334db0dd2faca8d4552ceaaa10d5688a821afa59dc67ff503fe605d9dc1,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q09_tenant_max"",""phase_a::q09_tenant_max""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q09_tenant_max,q09_tenant_max,ef321334db0dd2faca8d4552ceaaa10d5688a821afa59dc67ff503fe605d9dc1,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""phase_a::q09_tenant_max""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q10_tenant_min,q10_tenant_min,37e066a72cab0a47202826293a7bf9825e79d77309aa7ed90aedd0a77519f9d1,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q10_tenant_min"",""phase_a::q10_tenant_min""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q10_tenant_min,q10_tenant_min,37e066a72cab0a47202826293a7bf9825e79d77309aa7ed90aedd0a77519f9d1,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""phase_a::q10_tenant_min""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q11_tenant_high_count,q11_tenant_high_count,f6a2bcb3cdb7e94d9201d86ef4756f171051d24059c1f12d1a53f37f851a6900,eu_us_apac_gac,2,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q11_tenant_high_count"",""phase_a::q11_tenant_high_count""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q11_tenant_high_count,q11_tenant_high_count,f6a2bcb3cdb7e94d9201d86ef4756f171051d24059c1f12d1a53f37f851a6900,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""phase_a::q11_tenant_high_count""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q12_tenant_user_sum,q12_tenant_user_sum,7b773b722ee1cc712e6813a559a2b3b21afe2180ce60cb0023852f688a716727,eu_us_apac_gac,2,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""n2_control::q12_tenant_user_sum"",""phase_a::q12_tenant_user_sum""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q12_tenant_user_sum,q12_tenant_user_sum,7b773b722ee1cc712e6813a559a2b3b21afe2180ce60cb0023852f688a716727,eu_us_apac_gac,1,available,regional_topk_candidates,regional_topk_candidates,True,0.0,"[""phase_a::q12_tenant_user_sum""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q13_tenant_user_count,q13_tenant_user_count,fe8af0f5c504108ac6421d36a6e983a58ef6d510abc211519170e7a01fca00e8,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q13_tenant_user_count"",""phase_a::q13_tenant_user_count""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q13_tenant_user_count,q13_tenant_user_count,fe8af0f5c504108ac6421d36a6e983a58ef6d510abc211519170e7a01fca00e8,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""phase_a::q13_tenant_user_count""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q14_tenant_day_sum,q14_tenant_day_sum,95e6d3a4098bc315c3f18c7a855c5f3722c8169985d79b396bc7785f95e58bca,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q14_tenant_day_sum"",""phase_a::q14_tenant_day_sum""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q14_tenant_day_sum,q14_tenant_day_sum,95e6d3a4098bc315c3f18c7a855c5f3722c8169985d79b396bc7785f95e58bca,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""phase_a::q14_tenant_day_sum""]"
E4,logical_query_memory,logical_identity_without_topology,phase_b::q15_tenant_day_count,q15_tenant_day_count,a850557ed7afa89727e6c64f749a90fe373c4732fda20b63fef079e80ce4f337,eu_us_apac_gac,2,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""n2_control::q15_tenant_day_count"",""phase_a::q15_tenant_day_count""]"
E4,exact_context_memory,logical_identity+topology_id,phase_b::q15_tenant_day_count,q15_tenant_day_count,a850557ed7afa89727e6c64f749a90fe373c4732fda20b63fef079e80ce4f337,eu_us_apac_gac,1,available,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,"[""phase_a::q15_tenant_day_count""]"
