query_run_id,pair_id,variant,template_id,dataset_profile_id,intervention_role,mitigation_action,join_shape_id,distribution_key,join_uses_distribution_key,citus_repartition_observed_v2,remote_citus_map_merge_job_count_sum,eligibility_status,colocation_review_candidate,decision_scope,workload_wide_redistribution_safe
20260731T004516Z-pressure-raw-v1-gac__raw-small-balan--2e72bdee302f--000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-5000,pair-c943275c7ce80a140ff5c633,mitigated,gac_fdw_coordinator_regional_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004528Z-pressure-raw-v1-gac__raw-small-balan--371bee8bd4a1--000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-2000,pair-8a49b927b3baf572270175ff,mitigated,gac_fdw_coordinator_regional_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004540Z-pressure-raw-v1-gac__raw-small-balan--fd62872a8dc5--26-06-01-00-00-00-00__tenant_modulus-4__limit_k-100,pair-12d76e59fa61657ede9a5645,mitigated,gac_fdw_coordinator_partial_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004552Z-pressure-raw-v1-gac__raw-small-balan--043dc9c03e68--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-4,pair-7a5da452b17f8b6889031031,stressed,gac_fdw_coordinator_local_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004604Z-pressure-raw-v1-gac__raw-small-balan--ebd041236c38--000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-2000,pair-8a49b927b3baf572270175ff,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004617Z-pressure-raw-v1-gac__raw-small-balan--29dbd7c6e4c2--0__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-50,pair-ebe693ce5c4425ffbfeac156,mitigated,gac_fdw_coordinator_regional_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004629Z-pressure-raw-v1-gac__raw-small-balan--7cfb1eacf71e--4000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-500,pair-73df78bae44273efaa266edf,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004641Z-pressure-raw-v1-gac__raw-small-balan--1153cf143c5d--0__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-50,pair-ebe693ce5c4425ffbfeac156,stressed,gac_fdw_coordinator_raw_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004653Z-pressure-raw-v1-gac__raw-small-balan--1b14a34ff09f--0__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-10,pair-4a877d333e0b6c5c65ae7397,mitigated,gac_fdw_coordinator_regional_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004706Z-pressure-raw-v1-gac__raw-small-balan--db040e5fd4ac--26-06-01-00-00-00-00__tenant_modulus-8__limit_k-100,pair-b825bac6f6af93ede60bdc0f,mitigated,gac_fdw_coordinator_partial_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004718Z-pressure-raw-v1-gac__raw-small-balan--ab1733e02626--4000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-100,pair-fb25ef68bed9263239a6194e,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004730Z-pressure-raw-v1-gac__raw-small-balan--6d79ad809447--000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-5000,pair-c943275c7ce80a140ff5c633,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004743Z-pressure-raw-v1-gac__raw-small-balan--75d4ec3f10cd--00__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-5,pair-4496b933846d7b42fff2093e,mitigated,gac_fdw_coordinator_regional_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004755Z-pressure-raw-v1-gac__raw-small-balan--ab1733e02626--4000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-100,pair-fb25ef68bed9263239a6194e,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004808Z-pressure-raw-v1-gac__raw-small-balan--9d05bebfd70d--0__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-10,pair-4a877d333e0b6c5c65ae7397,stressed,gac_fdw_coordinator_raw_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004820Z-pressure-raw-v1-gac__raw-small-balan--75d4ec3f10cd--00__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-5,pair-4496b933846d7b42fff2093e,mitigated,gac_fdw_coordinator_regional_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004832Z-pressure-raw-v1-gac__raw-small-balan--70e498100956--26-06-01-00-00-00-00__tenant_modulus-4__limit_k-100,pair-12d76e59fa61657ede9a5645,stressed,gac_fdw_coordinator_raw_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004844Z-pressure-raw-v1-gac__raw-small-balan--176084788b42--cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-16,pair-ffefcee9b82c49cd8198e03a,mitigated,gac_fdw_coordinator_regional_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004856Z-pressure-raw-v1-gac__raw-small-balan--b7f92ae67c0e--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-2,pair-3a67174ad470aceae256f159,stressed,gac_fdw_coordinator_local_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004908Z-pressure-raw-v1-gac__raw-small-balan--84b4d797380f--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-8,pair-b4277ea23cb238dc55126cdc,mitigated,gac_fdw_coordinator_regional_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004920Z-pressure-raw-v1-gac__raw-small-balan--043dc9c03e68--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-4,pair-7a5da452b17f8b6889031031,stressed,gac_fdw_coordinator_local_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004933Z-pressure-raw-v1-gac__raw-small-balan--5d9612ceb08a--64000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-10,pair-a0e50eea8357c6a023ff5fd3,mitigated,gac_fdw_coordinator_regional_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004945Z-pressure-raw-v1-gac__raw-small-balan--c512c121cb0d--__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-100,pair-f9a37496ac06caecbe1e18fd,mitigated,gac_fdw_coordinator_regional_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T004957Z-pressure-raw-v1-gac__raw-small-balan--6d79ad809447--000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-5000,pair-c943275c7ce80a140ff5c633,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005010Z-pressure-raw-v1-gac__raw-small-balan--7cfb1eacf71e--4000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-500,pair-73df78bae44273efaa266edf,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005022Z-pressure-raw-v1-gac__raw-small-balan--8be0444533ed--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-1,pair-a65aca1ef232a8dac1ad9478,stressed,gac_fdw_coordinator_local_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005035Z-pressure-raw-v1-gac__raw-small-balan--b7f92ae67c0e--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-2,pair-3a67174ad470aceae256f159,stressed,gac_fdw_coordinator_local_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005047Z-pressure-raw-v1-gac__raw-small-balan--4adb64e0e7f1--00__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-5,pair-4496b933846d7b42fff2093e,stressed,gac_fdw_coordinator_raw_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005059Z-pressure-raw-v1-gac__raw-small-balan--29dbd7c6e4c2--0__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-50,pair-ebe693ce5c4425ffbfeac156,mitigated,gac_fdw_coordinator_regional_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005111Z-pressure-raw-v1-gac__raw-small-balan--70e498100956--26-06-01-00-00-00-00__tenant_modulus-4__limit_k-100,pair-12d76e59fa61657ede9a5645,stressed,gac_fdw_coordinator_raw_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005123Z-pressure-raw-v1-gac__raw-small-balan--1153cf143c5d--0__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-50,pair-ebe693ce5c4425ffbfeac156,stressed,gac_fdw_coordinator_raw_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005136Z-pressure-raw-v1-gac__raw-small-balan--ed40eebeea38--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-2,pair-3a67174ad470aceae256f159,mitigated,gac_fdw_coordinator_regional_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005148Z-pressure-raw-v1-gac__raw-small-balan--4cb8288823ef--6-06-01-00-00-00-00__tenant_modulus-16__limit_k-100,pair-eedb63974432e76f986dc939,stressed,gac_fdw_coordinator_raw_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005200Z-pressure-raw-v1-gac__raw-small-balan--12d2bb65c292--cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-16,pair-ffefcee9b82c49cd8198e03a,stressed,gac_fdw_coordinator_local_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005212Z-pressure-raw-v1-gac__raw-small-balan--1153cf143c5d--0__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-50,pair-ebe693ce5c4425ffbfeac156,stressed,gac_fdw_coordinator_raw_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005225Z-pressure-raw-v1-gac__raw-small-balan--8be0444533ed--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-1,pair-a65aca1ef232a8dac1ad9478,stressed,gac_fdw_coordinator_local_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005237Z-pressure-raw-v1-gac__raw-small-balan--94e8434fa8e4--26-06-01-00-00-00-00__tenant_modulus-8__limit_k-100,pair-b825bac6f6af93ede60bdc0f,stressed,gac_fdw_coordinator_raw_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005250Z-pressure-raw-v1-gac__raw-small-balan--b53e36ada98c--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,pair-e28e1200a5afd73ef9b321a9,mitigated,gac_fdw_coordinator_partial_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005302Z-pressure-raw-v1-gac__raw-small-balan--94e8434fa8e4--26-06-01-00-00-00-00__tenant_modulus-8__limit_k-100,pair-b825bac6f6af93ede60bdc0f,stressed,gac_fdw_coordinator_raw_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005314Z-pressure-raw-v1-gac__raw-small-balan--b9033efaac2a--__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-100,pair-f9a37496ac06caecbe1e18fd,stressed,gac_fdw_coordinator_raw_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005326Z-pressure-raw-v1-gac__raw-small-balan--42c9b0cc1289--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-4,pair-7a5da452b17f8b6889031031,mitigated,gac_fdw_coordinator_regional_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005339Z-pressure-raw-v1-gac__raw-small-balan--6d79ad809447--000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-5000,pair-c943275c7ce80a140ff5c633,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005351Z-pressure-raw-v1-gac__raw-small-balan--e43be4ec0044--6-06-01-00-00-00-00__tenant_modulus-16__limit_k-100,pair-eedb63974432e76f986dc939,mitigated,gac_fdw_coordinator_partial_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005403Z-pressure-raw-v1-gac__raw-small-balan--e43be4ec0044--6-06-01-00-00-00-00__tenant_modulus-16__limit_k-100,pair-eedb63974432e76f986dc939,mitigated,gac_fdw_coordinator_partial_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005416Z-pressure-raw-v1-gac__raw-small-balan--ed40eebeea38--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-2,pair-3a67174ad470aceae256f159,mitigated,gac_fdw_coordinator_regional_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005428Z-pressure-raw-v1-gac__raw-small-balan--be2c73f4536f--4000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-500,pair-73df78bae44273efaa266edf,mitigated,gac_fdw_coordinator_regional_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005440Z-pressure-raw-v1-gac__raw-small-balan--909b125b4c53--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-8,pair-b4277ea23cb238dc55126cdc,stressed,gac_fdw_coordinator_local_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005453Z-pressure-raw-v1-gac__raw-small-balan--12d2bb65c292--cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-16,pair-ffefcee9b82c49cd8198e03a,stressed,gac_fdw_coordinator_local_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005505Z-pressure-raw-v1-gac__raw-small-balan--ef8ea1e5aa13--0__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-25,pair-c7aaf5c2989ca2887d5477dd,mitigated,gac_fdw_coordinator_regional_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005517Z-pressure-raw-v1-gac__raw-small-balan--7cfb1eacf71e--4000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-500,pair-73df78bae44273efaa266edf,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005530Z-pressure-raw-v1-gac__raw-small-balan--12d2bb65c292--cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-16,pair-ffefcee9b82c49cd8198e03a,stressed,gac_fdw_coordinator_local_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005543Z-pressure-raw-v1-gac__raw-small-balan--84b4d797380f--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-8,pair-b4277ea23cb238dc55126cdc,mitigated,gac_fdw_coordinator_regional_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005555Z-pressure-raw-v1-gac__raw-small-balan--bd7fbb16e540--26-06-01-00-00-00-00__tenant_modulus-2__limit_k-100,pair-5220ae74d060ef47b73d888e,mitigated,gac_fdw_coordinator_partial_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005607Z-pressure-raw-v1-gac__raw-small-balan--2e72bdee302f--000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-5000,pair-c943275c7ce80a140ff5c633,mitigated,gac_fdw_coordinator_regional_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005620Z-pressure-raw-v1-gac__raw-small-balan--371bee8bd4a1--000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-2000,pair-8a49b927b3baf572270175ff,mitigated,gac_fdw_coordinator_regional_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005632Z-pressure-raw-v1-gac__raw-small-balan--371bee8bd4a1--000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-2000,pair-8a49b927b3baf572270175ff,mitigated,gac_fdw_coordinator_regional_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005644Z-pressure-raw-v1-gac__raw-small-balan--f1d2dc3b06ef--64000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-10,pair-a0e50eea8357c6a023ff5fd3,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005656Z-pressure-raw-v1-gac__raw-small-balan--502a72c7b404--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,pair-e28e1200a5afd73ef9b321a9,stressed,gac_fdw_coordinator_raw_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005709Z-pressure-raw-v1-gac__raw-small-balan--ebd041236c38--000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-2000,pair-8a49b927b3baf572270175ff,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005721Z-pressure-raw-v1-gac__raw-small-balan--be2c73f4536f--4000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-500,pair-73df78bae44273efaa266edf,mitigated,gac_fdw_coordinator_regional_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005733Z-pressure-raw-v1-gac__raw-small-balan--500b3e93a703--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-1,pair-a65aca1ef232a8dac1ad9478,mitigated,gac_fdw_coordinator_regional_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005745Z-pressure-raw-v1-gac__raw-small-balan--500b3e93a703--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-1,pair-a65aca1ef232a8dac1ad9478,mitigated,gac_fdw_coordinator_regional_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005757Z-pressure-raw-v1-gac__raw-small-balan--70e498100956--26-06-01-00-00-00-00__tenant_modulus-4__limit_k-100,pair-12d76e59fa61657ede9a5645,stressed,gac_fdw_coordinator_raw_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005809Z-pressure-raw-v1-gac__raw-small-balan--043dc9c03e68--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-4,pair-7a5da452b17f8b6889031031,stressed,gac_fdw_coordinator_local_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005822Z-pressure-raw-v1-gac__raw-small-balan--e9392168938d--26-06-01-00-00-00-00__tenant_modulus-2__limit_k-100,pair-5220ae74d060ef47b73d888e,stressed,gac_fdw_coordinator_raw_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005835Z-pressure-raw-v1-gac__raw-small-balan--3924118f5c11--0__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-25,pair-c7aaf5c2989ca2887d5477dd,stressed,gac_fdw_coordinator_raw_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005847Z-pressure-raw-v1-gac__raw-small-balan--be2c73f4536f--4000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-500,pair-73df78bae44273efaa266edf,mitigated,gac_fdw_coordinator_regional_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005859Z-pressure-raw-v1-gac__raw-small-balan--4cb8288823ef--6-06-01-00-00-00-00__tenant_modulus-16__limit_k-100,pair-eedb63974432e76f986dc939,stressed,gac_fdw_coordinator_raw_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005911Z-pressure-raw-v1-gac__raw-small-balan--ab1733e02626--4000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-100,pair-fb25ef68bed9263239a6194e,stressed,gac_fdw_coordinator_raw_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005923Z-pressure-raw-v1-gac__raw-small-balan--4adb64e0e7f1--00__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-5,pair-4496b933846d7b42fff2093e,stressed,gac_fdw_coordinator_raw_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005936Z-pressure-raw-v1-gac__raw-small-balan--502a72c7b404--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,pair-e28e1200a5afd73ef9b321a9,stressed,gac_fdw_coordinator_raw_user_topk,raw-small-balanced-v1,positive_case,regional_partial_aggregation,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T005949Z-pressure-raw-v1-gac__raw-small-balan--1d4947df47aa--4000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-100,pair-fb25ef68bed9263239a6194e,mitigated,gac_fdw_coordinator_regional_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T010001Z-pressure-raw-v1-gac__raw-small-balan--3924118f5c11--0__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-25,pair-c7aaf5c2989ca2887d5477dd,stressed,gac_fdw_coordinator_raw_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T010015Z-pressure-raw-v1-gac__raw-small-balan--1d4947df47aa--4000__cutoff_ts-2026-06-01-00-00-00-00__limit_k-100,pair-fb25ef68bed9263239a6194e,mitigated,gac_fdw_coordinator_regional_event_topk,raw-small-balanced-v1,positive_case,regional_topk_candidates,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T010027Z-pressure-raw-v1-gac__raw-small-balan--84b4d797380f--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-8,pair-b4277ea23cb238dc55126cdc,mitigated,gac_fdw_coordinator_regional_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T010040Z-pressure-raw-v1-gac__raw-small-balan--75d4ec3f10cd--00__cutoff_ts-2026-06-01-00-00-00-00__user_id_max-5,pair-4496b933846d7b42fff2093e,mitigated,gac_fdw_coordinator_regional_distinct_users,raw-small-balanced-v1,positive_case,regional_prededuplication,,tenant_id,False,False,,no_repartition_evidence,False,query_level_review_candidate,False
20260731T010052Z-pressure-raw-v1-gac__raw-small-balan--500b3e93a703--_cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-1,pair-a65aca1ef232a8dac1ad9478,mitigated,gac_fdw_coordinator_regional_user_join,raw-small-balanced-v1,positive_case,regional_join_pushdown,,tenant_id,True,False,,no_repartition_evidence,False,query_level_review_candidate,False
