query_id,analytical_intent,panel,topology_id,dataset_profile_id,sql_variant,sql_path,sql_sha256,authoritative_source_path,parameter_json,unchanged_sql_actions
q03_event_recent,najnoviji događaji nakon vremenske granice,final-panel-n2,eu_us_gac,topology-isolation-small-n2-v1,baseline,queries/instances/final-panel-n2/q03_event_recent__baseline.sql,bbb7cf7cfed083da74f6fe1f291e0ad9837eb316e427edcaabbb2315bcb7cdcc,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-small-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q03_event_recent__baseline__gac_fdw_dba_topk_raw__query_shape-event_recent__cutoff_ts-2026-06-24-00-00-00-00__limit_k-250__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": false, ""limit_k"": 250, ""query_shape"": ""event_recent""}",increase_gac_work_mem;mitigate_remote_path_bundle
q03_event_recent,najnoviji događaji nakon vremenske granice,final-panel-n2,eu_us_gac,topology-isolation-small-n2-v1,regional-topk,queries/instances/final-panel-n2/q03_event_recent__regional-topk.sql,d4e950057cdb759714b2ede00da4927e3af90a08015086dfc8416dd2865b3f2b,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-small-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q03_event_recent__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-event_recent__cutoff_ts-2026-06-24-00-00-00-00__limit_k-250__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": false, ""limit_k"": 250, ""query_shape"": ""event_recent""}",
q04_event_oldest,najstariji događaji nakon vremenske granice,final-panel-n2,eu_us_gac,topology-isolation-small-n2-v1,baseline,queries/instances/final-panel-n2/q04_event_oldest__baseline.sql,bdc889a923c6dee3e4cbd835e38564551b984f2194d618de37063830d1b1cd4a,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-small-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q04_event_oldest__baseline__gac_fdw_dba_topk_raw__query_shape-event_oldest__cutoff_ts-2026-06-17-00-00-00-00__limit_k-500__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""include_apac"": false, ""limit_k"": 500, ""query_shape"": ""event_oldest""}",increase_gac_work_mem;mitigate_remote_path_bundle
q04_event_oldest,najstariji događaji nakon vremenske granice,final-panel-n2,eu_us_gac,topology-isolation-small-n2-v1,regional-topk,queries/instances/final-panel-n2/q04_event_oldest__regional-topk.sql,0350eb6a4e9b6f83fbee9b6dc766a37fd2c4afe4440aa3dca7208f5225500702,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-small-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q04_event_oldest__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-event_oldest__cutoff_ts-2026-06-17-00-00-00-00__limit_k-500__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""include_apac"": false, ""limit_k"": 500, ""query_shape"": ""event_oldest""}",
q05_event_deviation,događaji sa najvećim odstupanjem vrijednosti,final-panel-n2,eu_us_gac,topology-isolation-large-n2-v1,baseline,queries/instances/final-panel-n2/q05_event_deviation__baseline.sql,af1a086b41503069c241449ca3541af653239dbf6a797cbb359de29128148b4e,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-large-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q05_event_deviation__baseline__gac_fdw_dba_topk_raw__query_shape-event_deviation__cutoff_ts-2026-06-30-00-00-00-00__limit_k-50__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": false, ""limit_k"": 50, ""query_shape"": ""event_deviation""}",increase_gac_work_mem;mitigate_remote_path_bundle
q05_event_deviation,događaji sa najvećim odstupanjem vrijednosti,final-panel-n2,eu_us_gac,topology-isolation-large-n2-v1,regional-topk,queries/instances/final-panel-n2/q05_event_deviation__regional-topk.sql,a39737e1dd9633548c287377a01b1e24faf4e942210b18b264e9559a5b79c30a,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-large-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q05_event_deviation__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-event_deviation__cutoff_ts-2026-06-30-00-00-00-00__limit_k-50__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": false, ""limit_k"": 50, ""query_shape"": ""event_deviation""}",
q06_tenant_sum,tenant grupe sa najvećim zbirom vrijednosti,final-panel-n2,eu_us_gac,topology-isolation-large-n2-v1,baseline,queries/instances/final-panel-n2/q06_tenant_sum__baseline.sql,5168311047e7fee5beaa4ddfceab40de7aa2c81f9f40062677ecd5f08f5280ac,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-large-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q06_tenant_sum__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_sum__cutoff_ts-2026-06-29-00-00-00-00__limit_k-100__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": false, ""limit_k"": 100, ""query_shape"": ""tenant_sum""}",increase_gac_work_mem;mitigate_remote_path_bundle
q06_tenant_sum,tenant grupe sa najvećim zbirom vrijednosti,final-panel-n2,eu_us_gac,topology-isolation-large-n2-v1,regional-topk,queries/instances/final-panel-n2/q06_tenant_sum__regional-topk.sql,1c7a295777134b24132bd09ff2507e4851c106029e05adbb3f2b3ea69d8fbacf,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-large-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q06_tenant_sum__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_sum__cutoff_ts-2026-06-29-00-00-00-00__limit_k-100__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": false, ""limit_k"": 100, ""query_shape"": ""tenant_sum""}",
q07_tenant_count,tenant grupe sa najvećim brojem događaja,final-panel-n2,eu_us_gac,topology-isolation-large-n2-v1,baseline,queries/instances/final-panel-n2/q07_tenant_count__baseline.sql,94b6c01d534b549a33f57235da64b47992574b1d3bd4a3ab3750fe2e2a34585b,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-large-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q07_tenant_count__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_count__cutoff_ts-2026-06-24-00-00-00-00__limit_k-250__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": false, ""limit_k"": 250, ""query_shape"": ""tenant_count""}",increase_gac_work_mem;mitigate_remote_path_bundle
q07_tenant_count,tenant grupe sa najvećim brojem događaja,final-panel-n2,eu_us_gac,topology-isolation-large-n2-v1,regional-topk,queries/instances/final-panel-n2/q07_tenant_count__regional-topk.sql,382280a81840f43fbc5c7df080a14372fdc18a5e444a4c7d71be3e3796594dca,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-large-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q07_tenant_count__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_count__cutoff_ts-2026-06-24-00-00-00-00__limit_k-250__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": false, ""limit_k"": 250, ""query_shape"": ""tenant_count""}",
q08_tenant_avg,tenant grupe sa najvećim prosjekom vrijednosti,final-panel-n2,eu_us_gac,topology-isolation-large-n2-v1,baseline,queries/instances/final-panel-n2/q08_tenant_avg__baseline.sql,733afd34600029b3b7efc731ca9429be07fa1747d857eb17dcebf4a5b6d3ee22,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-large-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q08_tenant_avg__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_avg__cutoff_ts-2026-06-17-00-00-00-00__limit_k-500__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""include_apac"": false, ""limit_k"": 500, ""query_shape"": ""tenant_avg""}",increase_gac_work_mem;mitigate_remote_path_bundle
q08_tenant_avg,tenant grupe sa najvećim prosjekom vrijednosti,final-panel-n2,eu_us_gac,topology-isolation-large-n2-v1,regional-topk,queries/instances/final-panel-n2/q08_tenant_avg__regional-topk.sql,0bc8d9fd0ed64c073e8d416bd732b637101577ba34f447d67937b3714c3b8dab,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-large-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q08_tenant_avg__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_avg__cutoff_ts-2026-06-17-00-00-00-00__limit_k-500__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""include_apac"": false, ""limit_k"": 500, ""query_shape"": ""tenant_avg""}",
q09_tenant_max,tenant grupe sa najvećom pojedinačnom vrijednošću,final-panel-n2,eu_us_gac,topology-isolation-medium-n2-v1,baseline,queries/instances/final-panel-n2/q09_tenant_max__baseline.sql,1492a7cc3a67cba496fa1bb98c84b2cce8f24c26ca5a4bf7a070465e3912fb3b,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-medium-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q09_tenant_max__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_max__cutoff_ts-2026-06-30-00-00-00-00__limit_k-50__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": false, ""limit_k"": 50, ""query_shape"": ""tenant_max""}",increase_gac_work_mem;mitigate_remote_path_bundle
q09_tenant_max,tenant grupe sa najvećom pojedinačnom vrijednošću,final-panel-n2,eu_us_gac,topology-isolation-medium-n2-v1,regional-topk,queries/instances/final-panel-n2/q09_tenant_max__regional-topk.sql,b9ced4f2e1ce438a18fa837cbd38d5298617c03bb14fd0779010db7a0080be8f,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-medium-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q09_tenant_max__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_max__cutoff_ts-2026-06-30-00-00-00-00__limit_k-50__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": false, ""limit_k"": 50, ""query_shape"": ""tenant_max""}",
q10_tenant_min,tenant grupe rangirane po najmanjoj vrijednosti,final-panel-n2,eu_us_gac,topology-isolation-medium-n2-v1,baseline,queries/instances/final-panel-n2/q10_tenant_min__baseline.sql,ba132a130288bb935756bfc10d2317eff4590cd4af8ffb5d3ea96e759d380992,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-medium-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q10_tenant_min__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_min__cutoff_ts-2026-06-29-00-00-00-00__limit_k-100__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": false, ""limit_k"": 100, ""query_shape"": ""tenant_min""}",increase_gac_work_mem;mitigate_remote_path_bundle
q10_tenant_min,tenant grupe rangirane po najmanjoj vrijednosti,final-panel-n2,eu_us_gac,topology-isolation-medium-n2-v1,regional-topk,queries/instances/final-panel-n2/q10_tenant_min__regional-topk.sql,d31c0fc259e2a08df0f3cc602f90410123a60828611dfeb78ea2af81e5ad4b26,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-medium-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q10_tenant_min__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_min__cutoff_ts-2026-06-29-00-00-00-00__limit_k-100__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": false, ""limit_k"": 100, ""query_shape"": ""tenant_min""}",
q11_tenant_high_count,broj visokovrijednih događaja po tenantu,final-panel-n2,eu_us_gac,topology-isolation-medium-n2-v1,baseline,queries/instances/final-panel-n2/q11_tenant_high_count__baseline.sql,1f506d8d32bbd44bedd931e5bcfd027bd8ac843e0e2e25d85ecdc933f06deacc,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-medium-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q11_tenant_high_count__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_high_count__cutoff_ts-2026-06-24-00-00-00-00__limit_k-250__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": false, ""limit_k"": 250, ""query_shape"": ""tenant_high_count""}",increase_gac_work_mem;mitigate_remote_path_bundle
q11_tenant_high_count,broj visokovrijednih događaja po tenantu,final-panel-n2,eu_us_gac,topology-isolation-medium-n2-v1,regional-topk,queries/instances/final-panel-n2/q11_tenant_high_count__regional-topk.sql,66b05d448a374905028bfb5c91d9adab3fde7388b08be15d744304a1436b15e5,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-medium-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q11_tenant_high_count__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_high_count__cutoff_ts-2026-06-24-00-00-00-00__limit_k-250__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": false, ""limit_k"": 250, ""query_shape"": ""tenant_high_count""}",
q12_tenant_user_sum,zbir vrijednosti po tenant-user grupi,final-panel-n2,eu_us_gac,topology-isolation-medium-n2-v1,baseline,queries/instances/final-panel-n2/q12_tenant_user_sum__baseline.sql,2fc003c6ff85ce306019e551e0b2d7febecd46bd6af4c1b9142f234fe9df5a8d,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-medium-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q12_tenant_user_sum__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_user_sum__cutoff_ts-2026-06-17-00-00-00-00__limit_k-500__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""include_apac"": false, ""limit_k"": 500, ""query_shape"": ""tenant_user_sum""}",increase_gac_work_mem;mitigate_remote_path_bundle
q12_tenant_user_sum,zbir vrijednosti po tenant-user grupi,final-panel-n2,eu_us_gac,topology-isolation-medium-n2-v1,regional-topk,queries/instances/final-panel-n2/q12_tenant_user_sum__regional-topk.sql,fcf5538e68dafa9f0512db902550c86b74c260d55c2c3cda6689bb4bfff7d14d,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-medium-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q12_tenant_user_sum__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_user_sum__cutoff_ts-2026-06-17-00-00-00-00__limit_k-500__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""include_apac"": false, ""limit_k"": 500, ""query_shape"": ""tenant_user_sum""}",
q13_tenant_user_count,broj događaja po tenant-user grupi,final-panel-n2,eu_us_gac,topology-isolation-xlarge-n2-v1,baseline,queries/instances/final-panel-n2/q13_tenant_user_count__baseline.sql,867ecea348c30bb1a550cff71afbcdaafae0ec0204175b59008046637691d1fe,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-xlarge-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q13_tenant_user_count__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_user_count__cutoff_ts-2026-06-30-00-00-00-00__limit_k-50__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": false, ""limit_k"": 50, ""query_shape"": ""tenant_user_count""}",increase_gac_work_mem;mitigate_remote_path_bundle
q13_tenant_user_count,broj događaja po tenant-user grupi,final-panel-n2,eu_us_gac,topology-isolation-xlarge-n2-v1,regional-topk,queries/instances/final-panel-n2/q13_tenant_user_count__regional-topk.sql,4920518be2dd44275b4a68ac2d3dc5ca60d412dcbea68e3d6373ad9ff72ed9b8,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-xlarge-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q13_tenant_user_count__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_user_count__cutoff_ts-2026-06-30-00-00-00-00__limit_k-50__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": false, ""limit_k"": 50, ""query_shape"": ""tenant_user_count""}",
q14_tenant_day_sum,dnevni zbir po tenantu,final-panel-n2,eu_us_gac,topology-isolation-xlarge-n2-v1,baseline,queries/instances/final-panel-n2/q14_tenant_day_sum__baseline.sql,86b2a5ea265c25ffa5b8cda20767b81d548ca95916e15a2e3ea785393d76c53f,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-xlarge-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q14_tenant_day_sum__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_day_sum__cutoff_ts-2026-06-24-00-00-00-00__limit_k-100__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": false, ""limit_k"": 100, ""query_shape"": ""tenant_day_sum""}",increase_gac_work_mem;mitigate_remote_path_bundle
q14_tenant_day_sum,dnevni zbir po tenantu,final-panel-n2,eu_us_gac,topology-isolation-xlarge-n2-v1,regional-topk,queries/instances/final-panel-n2/q14_tenant_day_sum__regional-topk.sql,738ca7ba7e5ebc117f14c10febfee837eaa9496b450f9fdb6d0c8669703e8b92,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-xlarge-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q14_tenant_day_sum__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_day_sum__cutoff_ts-2026-06-24-00-00-00-00__limit_k-100__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": false, ""limit_k"": 100, ""query_shape"": ""tenant_day_sum""}",
q15_tenant_day_count,dnevni broj događaja po tenantu,final-panel-n2,eu_us_gac,topology-isolation-xlarge-n2-v1,baseline,queries/instances/final-panel-n2/q15_tenant_day_count__baseline.sql,7dcb7b3b10d57082f8d34403f1e88b7c3858bc5cc3afdfaff8a317c7f4a45406,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-xlarge-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q15_tenant_day_count__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_day_count__cutoff_ts-2026-06-17-00-00-00-00__limit_k-250__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""include_apac"": false, ""limit_k"": 250, ""query_shape"": ""tenant_day_count""}",increase_gac_work_mem;mitigate_remote_path_bundle
q15_tenant_day_count,dnevni broj događaja po tenantu,final-panel-n2,eu_us_gac,topology-isolation-xlarge-n2-v1,regional-topk,queries/instances/final-panel-n2/q15_tenant_day_count__regional-topk.sql,37abac96a38946a23de263f27e44f2158e633ae810fe47a6b56b8be1b91ce0a0,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-xlarge-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q15_tenant_day_count__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_day_count__cutoff_ts-2026-06-17-00-00-00-00__limit_k-250__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""include_apac"": false, ""limit_k"": 250, ""query_shape"": ""tenant_day_count""}",
q01_event_value_desc,događaji sa najvećim vrijednostima,final-panel-n3,eu_us_apac_gac,topology-isolation-small-n3-v1,baseline,queries/instances/final-panel-n3/q01_event_value_desc__baseline.sql,46d79e21a9348c6433a920554bd6898c4984b0d5699987037c30eeba5222bb2e,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/phase_b_baseline/groups/n3-topology-memory-v1-phase_b_baseline__topology-isolation-small-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q01_event_value_desc__baseline__gac_fdw_dba_topk_raw__query_shape-event_value_desc__cutoff_ts-2026-06-30-00-00-00-00__limit_k-25__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": true, ""limit_k"": 25, ""query_shape"": ""event_value_desc""}",increase_gac_work_mem;mitigate_remote_path_bundle
q01_event_value_desc,događaji sa najvećim vrijednostima,final-panel-n3,eu_us_apac_gac,topology-isolation-small-n3-v1,regional-topk,queries/instances/final-panel-n3/q01_event_value_desc__regional-topk.sql,f17a42299d3c46dd90c005d305cdfa45fdd45b47063a62066fbe07c03196e7c5,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/phase_b_actions/groups/n3-topology-memory-v1-phase_b_actions__topology-isolation-small-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q01_event_value_desc__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-event_value_desc__cutoff_ts-2026-06-30-00-00-00-00__limit_k-25__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": true, ""limit_k"": 25, ""query_shape"": ""event_value_desc""}",
q02_event_value_asc,događaji sa najmanjim vrijednostima,final-panel-n3,eu_us_apac_gac,topology-isolation-small-n3-v1,baseline,queries/instances/final-panel-n3/q02_event_value_asc__baseline.sql,f54ede14503d27cf850026a7f4208baa43948d067762c5ee0a530ae675ca29d9,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/phase_b_baseline/groups/n3-topology-memory-v1-phase_b_baseline__topology-isolation-small-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q02_event_value_asc__baseline__gac_fdw_dba_topk_raw__query_shape-event_value_asc__cutoff_ts-2026-06-29-00-00-00-00__limit_k-100__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": true, ""limit_k"": 100, ""query_shape"": ""event_value_asc""}",increase_gac_work_mem;mitigate_remote_path_bundle
q02_event_value_asc,događaji sa najmanjim vrijednostima,final-panel-n3,eu_us_apac_gac,topology-isolation-small-n3-v1,regional-topk,queries/instances/final-panel-n3/q02_event_value_asc__regional-topk.sql,18470be6e31c735ae2cecd362e6f0adbfdd822e6164c5a7988219dfaf53bf9b7,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/phase_b_actions/groups/n3-topology-memory-v1-phase_b_actions__topology-isolation-small-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q02_event_value_asc__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-event_value_asc__cutoff_ts-2026-06-29-00-00-00-00__limit_k-100__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": true, ""limit_k"": 100, ""query_shape"": ""event_value_asc""}",
q03_event_recent,najnoviji događaji nakon vremenske granice,final-panel-n3,eu_us_apac_gac,topology-isolation-small-n3-v1,baseline,queries/instances/final-panel-n3/q03_event_recent__baseline.sql,5d333bb683fbe7e77a41cab12eb2cd65fc68fc32460aace22ccf0fa3f7fe590f,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/phase_b_baseline/groups/n3-topology-memory-v1-phase_b_baseline__topology-isolation-small-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q03_event_recent__baseline__gac_fdw_dba_topk_raw__query_shape-event_recent__cutoff_ts-2026-06-24-00-00-00-00__limit_k-250__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": true, ""limit_k"": 250, ""query_shape"": ""event_recent""}",increase_gac_work_mem;mitigate_remote_path_bundle
q03_event_recent,najnoviji događaji nakon vremenske granice,final-panel-n3,eu_us_apac_gac,topology-isolation-small-n3-v1,regional-topk,queries/instances/final-panel-n3/q03_event_recent__regional-topk.sql,d287d458320bcc1b1ac33e1cd17a7a875ec94223641a66e5de4a263c9291a939,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/phase_b_actions/groups/n3-topology-memory-v1-phase_b_actions__topology-isolation-small-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q03_event_recent__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-event_recent__cutoff_ts-2026-06-24-00-00-00-00__limit_k-250__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": true, ""limit_k"": 250, ""query_shape"": ""event_recent""}",
q04_event_oldest,najstariji događaji nakon vremenske granice,final-panel-n3,eu_us_apac_gac,topology-isolation-small-n3-v1,baseline,queries/instances/final-panel-n3/q04_event_oldest__baseline.sql,48d8cf556f6191cc9f07dbc7d851bf4de88ea38a98823e3c79f340e6df752f07,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/phase_b_baseline/groups/n3-topology-memory-v1-phase_b_baseline__topology-isolation-small-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q04_event_oldest__baseline__gac_fdw_dba_topk_raw__query_shape-event_oldest__cutoff_ts-2026-06-17-00-00-00-00__limit_k-500__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""include_apac"": true, ""limit_k"": 500, ""query_shape"": ""event_oldest""}",increase_gac_work_mem;mitigate_remote_path_bundle
q04_event_oldest,najstariji događaji nakon vremenske granice,final-panel-n3,eu_us_apac_gac,topology-isolation-small-n3-v1,regional-topk,queries/instances/final-panel-n3/q04_event_oldest__regional-topk.sql,40d4d4c6f2eed15135bf8d78a4ae46a3ee1a0197ac2fa2cf2384152c7af58eac,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/phase_b_actions/groups/n3-topology-memory-v1-phase_b_actions__topology-isolation-small-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q04_event_oldest__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-event_oldest__cutoff_ts-2026-06-17-00-00-00-00__limit_k-500__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""include_apac"": true, ""limit_k"": 500, ""query_shape"": ""event_oldest""}",
